time_ms,C3,C4,Cz
0.0,0.33648401498794556,1.504683494567871,-0.2777513563632965
0.002,0.518824577331543,-0.9611958265304565,-0.9523701071739197
0.004,0.5202497243881226,-0.5737161636352539,0.3503064811229706
0.006,-0.6334373354911804,-0.8271390199661255,-0.12753868103027344
0.008,1.0908904075622559,-0.7171245217323303,-1.4051811695098877
0.01,-0.8370406627655029,-1.0996150970458984,-0.2359389215707779
0.012,1.1698390245437622,0.045501917600631714,0.34172892570495605
0.014,-0.6862808465957642,-1.836667537689209,-1.10926353931427
0.016,-0.6777193546295166,1.296673059463501,-0.18354284763336182
0.018,2.3655667304992676,1.47220778465271,0.3324071168899536
0.02,0.2850998044013977,-0.25971072912216187,-0.7267911434173584
0.022,0.5837624073028564,-1.9828466176986694,-0.026304587721824646
0.024,2.7708170413970947,-0.6299380660057068,-1.7811167240142822
0.026,-1.3838634490966797,0.6272435188293457,0.7576374411582947
0.028,0.44823020696640015,-2.069692850112915,-2.224334955215454
0.03,0.7412868738174438,-2.9428791999816895,-0.9902818202972412
0.032,-0.5175200700759888,1.6834450960159302,-0.3275674283504486
0.034,1.0830022096633911,-0.3201464116573334,1.020845890045166
0.036,0.3758057951927185,0.15227830410003662,-1.0398364067077637
0.038,1.2989223003387451,-0.06045442074537277,-0.05793991684913635
0.04,-0.8394749760627747,-0.10190580040216446,0.5538623332977295
0.042,0.6308584213256836,0.2616724669933319,0.18565045297145844
0.044,-0.868209183216095,0.45881834626197815,0.5267820358276367
0.046,-0.7439334988594055,0.8861951231956482,0.6219933032989502
0.048,1.1711046695709229,-1.2389471530914307,0.47567218542099
0.05,0.8628880977630615,1.044144868850708,0.0011399795766919851
0.052,-0.25369957089424133,-1.0049505233764648,0.6702622175216675
0.054,-0.5668856501579285,0.3380931615829468,-0.12481024116277695
0.056,0.1571597009897232,-0.4982072412967682,1.1282200813293457
0.058,-0.5258273482322693,-0.38597095012664795,1.1861093044281006
0.06,-0.07062622904777527,0.6636763215065002,0.43902653455734253
0.062,-1.4908292293548584,0.49260571599006653,0.03557033836841583
0.064,-1.2152659893035889,-0.7326117753982544,0.22557474672794342
0.066,-0.5199514627456665,0.05553986504673958,1.080648422241211
0.068,0.32084280252456665,-0.36829957365989685,0.5544780492782593
0.07,-0.1861305683851242,0.5010517239570618,-0.8115301132202148
0.072,-1.1348702907562256,-0.4345596730709076,-1.3402875661849976
0.074,1.216791033744812,-1.4444926977157593,0.6976099610328674
0.076,-0.9654353857040405,0.4932405948638916,-1.00263512134552
0.078,0.1366771161556244,0.2821839451789856,-0.5401321053504944
0.08,0.27338454127311707,0.9671467542648315,-1.4197402000427246
0.082,-0.3767993450164795,1.6774506568908691,-1.0147191286087036
0.084,0.849109947681427,-0.11396892368793488,-2.6178741455078125
0.086,-0.7522463202476501,0.9639372825622559,0.4256662130355835
0.088,1.1534603834152222,1.5110752582550049,-0.5877206921577454
0.09,0.8042476177215576,0.20778179168701172,0.23145045340061188
0.092,0.6665340662002563,1.3828524351119995,0.36818820238113403
0.094,-0.42305096983909607,-0.06354057788848877,-0.5908365249633789
0.096,2.8651010990142822,-0.06155352666974068,-1.125693678855896
0.098,-1.6287354230880737,-3.6241543292999268,0.77897047996521
0.1,-0.6962215304374695,0.8509753942489624,0.7438187599182129
0.102,0.15679128468036652,-0.2901417911052704,-0.32624444365501404
0.104,-0.3725835382938385,-1.1437972784042358,0.6753636002540588
0.106,-0.03978576511144638,0.44509759545326233,0.4659574031829834
0.108,1.049830675125122,2.2943544387817383,-0.25475701689720154
0.11,-0.19050352275371552,0.2396002560853958,-0.8584461808204651
0.112,-1.8490147590637207,1.0685639381408691,0.34791576862335205
0.114,-1.1948193311691284,-0.8453877568244934,0.3896361291408539
0.116,-0.1575218141078949,-0.3589332103729248,-1.489210844039917
0.118,-1.5780035257339478,0.25656601786613464,-0.6886370778083801
0.12,-1.493956446647644,-0.020944949239492416,-0.6375417113304138
0.122,-0.9237111806869507,-0.3841077387332916,-0.8496769666671753
0.124,1.1464844942092896,-0.19406838715076447,0.2992439568042755
0.126,-2.491895914077759,0.2062530815601349,0.19315290451049805
0.128,-0.1461513489484787,-0.03703750669956207,-1.870200753211975
0.13,0.025130711495876312,-0.22879183292388916,3.01981258392334
0.132,-0.06570477783679962,0.5464768409729004,-1.5636910200119019
0.134,1.8260267972946167,-0.8458214998245239,-2.187730073928833
0.136,1.161075234413147,0.5386596918106079,0.3323376476764679
0.138,-1.534064531326294,-1.384804368019104,-1.056342363357544
0.14,-2.457257032394409,2.4517569541931152,1.0475190877914429
0.142,-0.6681995391845703,0.8359844088554382,0.9964908957481384
0.144,0.18905052542686462,0.24383576214313507,0.0406922809779644
0.146,-0.9856469631195068,0.6208533048629761,-0.16335529088974
0.148,0.7422885894775391,-0.0643320232629776,0.3253312110900879
0.15,-0.2825280427932739,0.16247212886810303,-0.1509362906217575
0.152,-0.7652029395103455,-0.3935714364051819,-0.44106030464172363
0.154,-1.9002180099487305,1.7359697818756104,-0.4542461633682251
0.156,-0.6145970821380615,-0.12905527651309967,1.241044282913208
0.158,0.05477583408355713,-0.4725863039493561,0.7471634149551392
0.16,-0.8129453659057617,-0.11581914126873016,0.18443043529987335
0.162,-0.9886851906776428,-0.8772903084754944,-0.4526726007461548
0.164,0.5279886722564697,0.3550899922847748,2.1313931941986084
0.166,-1.1416511535644531,2.3805572986602783,1.024387001991272
0.168,-1.955797791481018,0.2716354429721832,-0.6899278163909912
0.17,0.4424566924571991,0.014500564895570278,-0.024740170687437057
0.172,-0.22927741706371307,-2.1160690784454346,-0.5262110233306885
0.174,0.959025502204895,0.7454414963722229,0.006691526621580124
0.176,-0.03093181550502777,0.8495780229568481,1.53264582157135
0.178,-0.285542368888855,0.37632372975349426,0.36040425300598145
0.18,0.3646567463874817,0.6068140864372253,-1.292853832244873
0.182,0.290213406085968,0.1758611500263214,-0.6347987651824951
0.184,1.075685739517212,-1.4095382690429688,-0.1591363251209259
0.186,0.24721720814704895,-0.608363926410675,-1.109444260597229
0.188,-1.035264492034912,0.2886413335800171,0.2819713354110718
0.19,-1.2023224830627441,0.49347007274627686,1.0236225128173828
0.192,0.4893694519996643,-0.2212636023759842,1.0301846265792847
0.194,-0.7283836007118225,-0.3027424216270447,1.345794439315796
0.196,-0.3239991068840027,-2.6191256046295166,-1.3692532777786255
0.198,0.18462350964546204,1.2078860998153687,0.7501771450042725
0.2,1.2836648225784302,0.35172006487846375,0.8496274352073669
0.202,-0.2417798489332199,-1.2466799020767212,0.7953253984451294
0.204,0.988655686378479,-0.32188335061073303,0.16155649721622467
0.206,0.18285627663135529,0.7110937237739563,-0.3693550229072571
0.208,0.07300674170255661,-0.03307979181408882,-1.644453525543213
0.21,-0.8831396102905273,-0.4946969449520111,-0.668278694152832
0.212,-0.7907392382621765,1.1797934770584106,-1.334140419960022
0.214,-0.9860453009605408,0.2557835280895233,-0.5795507431030273
0.216,-0.2230065017938614,-0.9420109987258911,0.7688356637954712
0.218,-0.47760099172592163,-0.2178468406200409,0.3988684117794037
0.22,1.3257381916046143,-0.11384649574756622,0.17857450246810913
0.222,1.011916995048523,-0.8766483068466187,0.9993345141410828
0.224,-1.0444120168685913,1.1539655923843384,0.05313623324036598
0.226,0.28897932171821594,1.425171136856079,1.6746222972869873
0.228,-0.5834094882011414,2.1835527420043945,2.3928534984588623
0.23,0.8773518800735474,0.18266627192497253,0.8335135579109192
0.232,0.1339026391506195,-1.130832552909851,0.7181357145309448
0.234,0.32244330644607544,-1.3682788610458374,1.3714162111282349
0.236,1.1592274904251099,-0.5888426303863525,2.0008225440979004
0.238,-1.6596124172210693,2.8274686336517334,0.01757589541375637
0.24,-2.351227045059204,0.6889992952346802,0.15470971167087555
0.242,0.38868448138237,-0.5134338140487671,-2.2845699787139893
0.244,1.3982046842575073,-0.474155455827713,-0.6768688559532166
0.246,0.9873570203781128,-0.07599357515573502,0.0012426120229065418
0.248,-0.3432689905166626,-1.0681583881378174,0.9529625177383423
0.25,0.08793063461780548,-0.026030076667666435,-0.20471322536468506
0.252,0.535132884979248,-0.6315006613731384,1.5125988721847534
0.254,-0.1521654725074768,0.6589145660400391,0.1262659877538681
0.256,-0.05834164842963219,1.08241605758667,0.8770347833633423
0.258,0.3902300298213959,-0.2543843388557434,0.7136602401733398
0.26,-0.2262294739484787,1.6775392293930054,1.302012324333191
0.262,-2.74247145652771,1.0258158445358276,0.42043545842170715
0.264,0.15634287893772125,0.8683952689170837,0.5415105223655701
0.266,-0.9535515308380127,0.8462960124015808,-1.120930790901184
0.268,-0.055042434483766556,0.20460808277130127,-1.776634931564331
0.27,0.0907735750079155,-0.33721989393234253,0.8019254207611084
0.272,-1.0828977823257446,0.05914466828107834,-0.11553763598203659
0.274,0.5630684494972229,-0.3160206377506256,0.8426718711853027
0.276,-1.511860966682434,-0.6160818338394165,-2.5762248039245605
0.278,-0.7165725827217102,-0.3338765799999237,0.22530561685562134
0.28,0.26957371830940247,-1.0969440937042236,-0.8085039854049683
0.282,-1.3682910203933716,0.3528340756893158,1.233506441116333
0.284,-0.4792647361755371,2.733900547027588,1.5829999446868896
0.286,1.320502758026123,-0.24298444390296936,0.6062645316123962
0.288,-0.5061827301979065,0.09980437904596329,2.3928325176239014
0.29,1.2392736673355103,0.2024158537387848,2.032299757003784
0.292,1.3318369388580322,-0.23765575885772705,-0.8770279288291931
0.294,-1.4645432233810425,-0.18571822345256805,0.7555911540985107
0.296,-0.8906005024909973,-0.16200470924377441,-0.6026144623756409
0.298,-0.1295386552810669,-0.1567184031009674,0.17386412620544434
0.3,-0.710503339767456,1.006136178970337,1.3291150331497192
0.302,-0.06614455580711365,0.20695404708385468,-0.9293866753578186
0.304,-1.6193726062774658,1.1830893754959106,0.4924457371234894
0.306,-0.6030136942863464,0.31420040130615234,0.6300035119056702
0.308,0.020956816151738167,0.8763371706008911,0.9653158187866211
0.31,2.759739637374878,0.1864708513021469,1.7175768613815308
0.312,-0.11520511656999588,1.071635365486145,-0.32656243443489075
0.314,-1.804921269416809,-0.2716350555419922,-0.8888468146324158
0.316,-0.8726925849914551,0.24288691580295563,0.7009271383285522
0.318,0.5005733966827393,0.9467231035232544,-1.8199974298477173
0.32,0.02116398699581623,-0.34517279267311096,-0.34773796796798706
0.322,-1.1013139486312866,-0.28587254881858826,-0.18657049536705017
0.324,-0.3126736283302307,0.6729036569595337,0.05870375409722328
0.326,0.3358483612537384,-0.09386435896158218,-0.046127792447805405
0.328,-0.4438287317752838,1.0991286039352417,0.8492482304573059
0.33,-0.9000223875045776,-0.12134187668561935,-1.7063236236572266
0.332,-0.3205532431602478,-0.13161149621009827,0.6811786890029907
0.334,-1.1670361757278442,0.02932141348719597,-0.7030727863311768
0.336,0.4011989235877991,-0.8238223195075989,0.2487313598394394
0.338,-1.4095005989074707,1.2062231302261353,-0.17409583926200867
0.34,-0.2410195767879486,-0.3797853887081146,-0.5228028893470764
0.342,0.7696797251701355,-0.23063760995864868,0.9843238592147827
0.344,0.49791237711906433,0.5267140865325928,-0.604198694229126
0.346,1.611139178276062,0.19626782834529877,-0.16957753896713257
0.348,1.7336475849151611,0.027029260993003845,1.6068803071975708
0.35,-0.21925415098667145,-0.3364258408546448,-0.4559769332408905
0.352,-0.32153889536857605,-0.5706290602684021,1.0195242166519165
0.354,0.7423292994499207,-0.31787392497062683,-0.8495415449142456
0.356,0.10819850862026215,-0.653620719909668,2.13079571723938
0.358,-0.2730214297771454,-0.794101357460022,1.3015605211257935
0.36,-1.517038345336914,0.8406254649162292,0.8582808971405029
0.362,0.1210331916809082,1.0800987482070923,-1.4665045738220215
0.364,0.7344903349876404,-1.1588367223739624,1.0434683561325073
0.366,0.6240329146385193,-0.6408593654632568,-0.9451905488967896
0.368,-0.23525652289390564,-0.43314144015312195,-1.1647297143936157
0.37,-0.19884543120861053,-0.0650266483426094,0.034248027950525284
0.372,-1.8999741077423096,-1.1414662599563599,1.9836145639419556
0.374,-0.35765373706817627,0.7286643385887146,0.3408760130405426
0.376,0.9967297911643982,-0.2356095165014267,0.31851762533187866
0.378,-1.1648496389389038,-0.1764163076877594,1.1175752878189087
0.38,-0.033731989562511444,-0.48507794737815857,0.33401086926460266
0.382,-1.9471118450164795,0.495710551738739,0.7005491852760315
0.384,0.2947544455528259,0.3789592683315277,-1.3316768407821655
0.386,0.604220986366272,-1.1437500715255737,-0.777726411819458
0.388,-0.47649869322776794,1.0261842012405396,0.5748690962791443
0.39,0.6412839293479919,-0.6224578022956848,0.8885546326637268
0.392,-0.39639121294021606,-0.2505688965320587,0.42584872245788574
0.394,1.4047272205352783,-0.38435593247413635,0.7317237854003906
0.396,0.8302628397941589,-0.5294678211212158,-0.9717645049095154
0.398,-1.419406771659851,-0.17001894116401672,0.7862883806228638
0.4,0.5366763472557068,-0.44599756598472595,-0.464565247297287
0.402,-0.04781647026538849,0.4652288854122162,0.15688788890838623
0.404,-1.2821520566940308,0.4008089005947113,2.042595148086548
0.406,-0.016977544873952866,-0.05718730017542839,-0.48324131965637207
0.408,0.40016043186187744,0.5379826426506042,-1.0341397523880005
0.41,-0.6855906844139099,-0.41974127292633057,0.09322130680084229
0.412,0.7021845579147339,0.14256662130355835,1.4297796487808228
0.414,0.8516820669174194,-0.9599836468696594,-0.6864880323410034
0.416,-1.0457322597503662,0.10288029909133911,0.48181989789009094
0.418,-0.5762588381767273,1.0160894393920898,1.4129300117492676
0.42,-0.2840481400489807,-0.16466015577316284,-0.8733155131340027
0.422,-0.8441078662872314,-0.4336201250553131,-0.2831652760505676
0.424,0.14244014024734497,1.137437105178833,1.5598411560058594
0.426,0.16276808083057404,1.0948457717895508,1.6486541032791138
0.428,0.06268424540758133,0.42792099714279175,1.1911299228668213
