time_ms,C3,C4,Cz,state
0.0,-0.05447129160165787,1.6508159637451172,0.6137368679046631,42.0
0.002,-0.4260551333427429,-1.3103115558624268,-0.2833883464336395,42.0
0.004,-0.6144247055053711,-0.26599279046058655,0.7321945428848267,42.0
0.006,1.0672581195831299,0.8399593234062195,0.3409205675125122,42.0
0.008,-2.04618763923645,0.15982899069786072,0.1466894894838333,42.0
0.01,-0.8291096091270447,-1.3897205591201782,-0.47845369577407837,42.0
0.012,1.0565778017044067,0.9452486634254456,1.0004502534866333,42.0
0.014,0.2883102297782898,0.12315759062767029,-0.5950383543968201,42.0
0.016,0.8402161002159119,0.09976807236671448,0.7112783193588257,42.0
0.018,-1.1971982717514038,1.0875846147537231,-1.863049864768982,42.0
0.02,1.4003137350082397,-0.9563010334968567,-0.18676914274692535,42.0
0.022,-1.0265254974365234,0.4172629117965698,-0.15927723050117493,42.0
0.024,0.7385550737380981,-1.7457363605499268,0.31173181533813477,42.0
0.026,-1.0257441997528076,-1.9474729299545288,0.7327315211296082,42.0
0.028,-1.1814981698989868,0.01659274660050869,-0.24921667575836182,42.0
0.03,1.1388126611709595,0.3826861083507538,1.6499286890029907,42.0
0.032,0.23742927610874176,1.02179753780365,-0.10330837965011597,42.0
0.034,0.38309434056282043,0.869615912437439,-0.6243430972099304,42.0
0.036,-1.5077714920043945,0.8220990300178528,0.27324485778808594,42.0
0.038,1.9029431343078613,1.2052910327911377,0.877469003200531,42.0
0.04,0.01293882168829441,-1.1258642673492432,-1.092846393585205,42.0
0.042,0.33520862460136414,-0.6264939904212952,0.2625279426574707,42.0
0.044,-1.4077826738357544,-0.3490763008594513,1.3723360300064087,42.0
0.046,0.02460569702088833,1.079811692237854,-0.6727111339569092,42.0
0.048,0.866018533706665,-0.3209839463233948,0.17401234805583954,42.0
0.05,-0.3079710900783539,-0.5071284174919128,0.5028672814369202,42.0
0.052,-0.1289156824350357,0.7651364207267761,0.23457998037338257,42.0
0.054,-1.401190161705017,-0.14150679111480713,1.4079381227493286,42.0
0.056,1.5890274047851562,-0.47753819823265076,1.9400948286056519,42.0
0.058,0.5008731484413147,-0.033994920551776886,-0.7094562649726868,42.0
0.06,-0.11749649047851562,0.44839298725128174,0.6873390078544617,42.0
0.062,0.36225375533103943,0.6731742024421692,-0.2535453140735626,42.0
0.064,1.2337439060211182,-0.04172472655773163,-1.4744869470596313,42.0
0.066,1.9819597005844116,-1.584090232849121,-0.16941572725772858,42.0
0.068,0.9785177111625671,-0.6335332989692688,-1.2173691987991333,42.0
0.07,0.21847158670425415,0.5419837236404419,0.7861570715904236,42.0
0.072,0.20783379673957825,1.7899227142333984,-0.09000808745622635,42.0
0.074,-1.0900206565856934,-0.2247069925069809,-1.2233741283416748,42.0
0.076,0.19284552335739136,0.6992045640945435,-0.9084370732307434,42.0
0.078,-1.309527039527893,2.0337305068969727,0.03249943256378174,42.0
0.08,-0.8558459281921387,-0.7226622700691223,0.4656408131122589,42.0
0.082,-0.5338865518569946,0.6657130718231201,-0.11864162981510162,42.0
0.084,1.3808834552764893,-0.08820513635873795,-0.7691694498062134,42.0
0.086,-1.0018155574798584,0.5464837551116943,-1.0485838651657104,42.0
