time_ms,C3,C4,Cz,state
0.0,0.7820495367050171,-2.7731471061706543,-0.6771286725997925,42.0
0.002,0.6935257315635681,-0.7907367944717407,-1.1889270544052124,42.0
0.004,-0.5396762490272522,0.10522423684597015,-1.0110207796096802,42.0
0.006,-0.5325026512145996,-1.5194227695465088,-0.17366865277290344,42.0
0.008,2.171156644821167,0.8496299982070923,0.15230293571949005,42.0
0.01,-0.512316107749939,0.1431932896375656,-0.9433832764625549,42.0
0.012,-0.5904533863067627,-0.7863829731941223,0.34371381998062134,42.0
0.014,-0.9722574353218079,0.00899204146116972,-0.423612505197525,42.0
0.016,0.2898181080818176,-0.5177870392799377,-0.4393335282802582,42.0
0.018,-0.8564288020133972,-0.8922618627548218,-0.3978244364261627,42.0
0.02,-0.6865659952163696,0.933777391910553,2.7117271423339844,42.0
0.022,-1.726771593093872,0.9332504272460938,-1.5436885356903076,42.0
0.024,-0.5199562311172485,-0.751365065574646,-0.4518590271472931,42.0
0.026,0.7695195078849792,0.1619076132774353,-2.1728193759918213,42.0
0.028,1.856057047843933,0.813403844833374,-0.9366449117660522,42.0
0.03,-0.524993896484375,-0.6538144946098328,1.6966465711593628,42.0
0.032,1.363311529159546,-2.414628505706787,0.879436731338501,42.0
0.034,-1.0183392763137817,1.0025464296340942,-1.6523699760437012,42.0
0.036,-0.3681802451610565,-0.7680943608283997,-0.6174489259719849,42.0
0.038,-0.8387611508369446,-0.5311079621315002,0.4461454451084137,42.0
0.04,0.6525381207466125,0.18409182131290436,0.9885857105255127,42.0
0.042,1.8129688501358032,-1.0105749368667603,0.3316000998020172,42.0
0.044,-0.9739366173744202,0.16176621615886688,0.0462515652179718,42.0
0.046,-0.22999100387096405,-0.35632824897766113,-0.9094082713127136,42.0
0.048,-0.34674927592277527,-1.7893728017807007,3.4713802337646484,42.0
0.05,-2.5077755451202393,-0.02759644389152527,0.04157925024628639,42.0
0.052,-0.22409719228744507,-0.7170873880386353,0.7018239498138428,42.0
0.054,0.5365428328514099,-0.8255545496940613,-1.1304961442947388,42.0
