time_ms,C3,C4,Cz,state
0.0,-0.8272476196289062,-0.3265279233455658,-0.7931948900222778,42.0
0.002,-1.1212245225906372,-0.38240042328834534,-1.9809321165084839,42.0
0.004,0.24293440580368042,-0.37604355812072754,-0.8978255391120911,42.0
0.006,-0.7592511773109436,1.0962772369384766,-0.644404947757721,42.0
0.008,-1.6584479808807373,-0.087751105427742,2.0406713485717773,42.0
0.01,0.6071575284004211,1.4192008972167969,-0.11578445881605148,42.0
0.012,0.9940217733383179,-0.7587589025497437,-0.539347231388092,42.0
0.014,-0.21224774420261383,-0.7753799557685852,-0.19845043122768402,42.0
0.016,0.8983139991760254,0.8724207282066345,-1.6645374298095703,42.0
0.018,-0.5844271779060364,-0.784236490726471,0.8566045761108398,42.0
0.02,1.0897496938705444,-0.9153149127960205,-0.6168248653411865,42.0
0.022,-0.7521641254425049,0.6789526343345642,0.44246596097946167,42.0
0.024,0.9803810119628906,-0.0205770805478096,0.15326525270938873,42.0
0.026,0.004791506566107273,0.912952184677124,1.0830178260803223,42.0
0.028,-0.3482678532600403,-1.071784257888794,-0.396806001663208,42.0
0.03,0.30195093154907227,1.4859442710876465,2.4330625534057617,42.0
0.032,1.412543535232544,0.4249364137649536,-2.101670265197754,42.0
0.034,-0.42552298307418823,-0.721277117729187,-0.8287931084632874,42.0
0.036,0.049700215458869934,-1.0987732410430908,-0.18750421702861786,42.0
0.038,1.3998944759368896,-1.3612533807754517,-0.4927201271057129,42.0
0.04,-2.2360785007476807,-1.0275212526321411,0.8548006415367126,42.0
0.042,0.8188302516937256,-1.647204875946045,0.21859429776668549,42.0
0.044,0.627427875995636,-0.24439670145511627,-0.39553093910217285,42.0
0.046,-0.6810593008995056,1.2415727376937866,0.5971593260765076,42.0
0.048,-0.1864093840122223,-1.251665472984314,0.5706995725631714,42.0
0.05,0.8356231451034546,0.07534023374319077,1.9971765279769897,42.0
0.052,1.1590089797973633,0.2509472668170929,-1.4554539918899536,42.0
0.054,-0.30556520819664,1.1077371835708618,1.3488575220108032,42.0
0.056,0.08931451290845871,2.185715436935425,2.5370988845825195,42.0
0.058,0.9241995811462402,1.4261679649353027,0.8159688115119934,42.0
0.06,-0.9916365742683411,0.9744787812232971,0.06493540108203888,42.0
0.062,0.0638987123966217,-0.4306126832962036,0.322407603263855,42.0
0.064,-0.43493202328681946,-0.13567529618740082,-1.4583377838134766,42.0
0.066,-1.8115473985671997,1.3600221872329712,1.1013509035110474,42.0
0.068,-1.893691062927246,0.9393625259399414,-1.8925398588180542,42.0
0.07,-0.1956815868616104,0.3117164969444275,0.4511500597000122,42.0
0.072,0.7319537401199341,-0.3723617196083069,0.47271785140037537,42.0
0.074,-0.6595225930213928,0.8813012838363647,1.005971074104309,42.0
0.076,-0.062428541481494904,-0.2723119556903839,-1.6809724569320679,42.0
0.078,0.4900788366794586,1.6786681413650513,1.753214955329895,42.0
0.08,1.9078062772750854,1.200404167175293,1.342631220817566,42.0
0.082,0.8466899394989014,-0.3254449665546417,-0.4922940135002136,42.0
0.084,0.615096390247345,-0.7886062860488892,1.1634935140609741,42.0
